2025-12-03T08:39:01.369Z sh[4251]:  Start Mediarite
2026-01-16T08:14:42.520Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T08:14:42.679Z MediaRite[4251]:  Set DemodResetPin 1048835 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T08:14:42.730Z MediaRite[4251]:  Clear DemodResetPin
2026-01-16T08:14:42.733Z MediaRite[4251]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T08:14:42.847Z MediaRite[4251]:  api->spi_download 0
2026-01-16T08:14:42.847Z MediaRite[4251]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T08:14:43.152Z MediaRite[4251]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T08:14:43.193Z MediaRite[4251]:  SyncOnPowerResume done
2026-01-16T08:14:43.193Z MediaRite[4251]:  MediaHandlers::SyncOnPowerResume
2026-01-16T08:14:43.193Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T08:14:43.194Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T08:14:43.294Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=792291, mExitDeepSleepCounter=2}
2026-01-16T08:14:47.558Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=5,  stateChangeAfter=1
2026-01-16T08:14:47.602Z MediaRite[4251]:  (Mainloop) Power is suspended
2026-01-16T08:14:47.603Z MediaRite[4251]:  Core::SyncOnPowerSuspend
2026-01-16T08:14:47.603Z MediaRite[4251]:  SyncOnPowerSuspend
2026-01-16T08:14:47.603Z MediaRite[4251]:  SyncOnPowerSuspend done
2026-01-16T08:14:47.604Z MediaRite[4251]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T08:14:47.604Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T08:14:47.604Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T08:14:47.671Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T08:14:47.704Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=797434, mExitDeepSleepCounter=2}
2026-01-16T08:35:54.283Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=6,  stateChangeAfter=0
2026-01-16T08:35:54.326Z MediaRite[4251]:  (Mainloop) Power is resumed
2026-01-16T08:35:54.326Z MediaRite[4251]:  Core::SyncOnPowerResume
2026-01-16T08:35:54.326Z MediaRite[4251]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T08:35:54.395Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T08:35:54.527Z MediaRite[4251]:  Set DemodResetPin 1048836 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T08:35:54.578Z MediaRite[4251]:  Clear DemodResetPin
2026-01-16T08:35:54.581Z MediaRite[4251]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T08:35:54.701Z MediaRite[4251]:  api->spi_download 0
2026-01-16T08:35:54.701Z MediaRite[4251]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T08:35:55.040Z MediaRite[4251]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T08:35:55.082Z MediaRite[4251]:  SyncOnPowerResume done
2026-01-16T08:35:55.082Z MediaRite[4251]:  MediaHandlers::SyncOnPowerResume
2026-01-16T08:35:55.082Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T08:35:55.082Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T08:35:55.182Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=822508, mExitDeepSleepCounter=3}
2026-01-16T08:35:59.420Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=7,  stateChangeAfter=1
2026-01-16T08:35:59.491Z MediaRite[4251]:  (Mainloop) Power is suspended
2026-01-16T08:35:59.491Z MediaRite[4251]:  Core::SyncOnPowerSuspend
2026-01-16T08:35:59.491Z MediaRite[4251]:  SyncOnPowerSuspend
2026-01-16T08:35:59.493Z MediaRite[4251]:  SyncOnPowerSuspend done
2026-01-16T08:35:59.493Z MediaRite[4251]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T08:35:59.494Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T08:35:59.494Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T08:35:59.574Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T08:35:59.594Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=827680, mExitDeepSleepCounter=3}
2026-01-16T09:19:46.550Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=8,  stateChangeAfter=0
2026-01-16T09:19:46.614Z MediaRite[4251]:  (Mainloop) Power is resumed
2026-01-16T09:19:46.614Z MediaRite[4251]:  Core::SyncOnPowerResume
2026-01-16T09:19:46.614Z MediaRite[4251]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T09:19:46.821Z MediaRite[4251]:  Set DemodResetPin 1048837 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T09:19:46.907Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T09:19:46.909Z MediaRite[4251]:  Clear DemodResetPin
2026-01-16T09:19:46.911Z MediaRite[4251]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T09:19:47.250Z MediaRite[4251]:  api->spi_download 0
2026-01-16T09:19:47.250Z MediaRite[4251]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T09:19:48.707Z MediaRite[4251]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T09:19:48.755Z MediaRite[4251]:  SyncOnPowerResume done
2026-01-16T09:19:48.756Z MediaRite[4251]:  MediaHandlers::SyncOnPowerResume
2026-01-16T09:19:48.756Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T09:19:48.756Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T09:19:48.856Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=873726, mExitDeepSleepCounter=4}
2026-01-16T09:19:51.858Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=9,  stateChangeAfter=1
2026-01-16T09:19:51.860Z MediaRite[4251]:  (Mainloop) Power is suspended
2026-01-16T09:19:51.860Z MediaRite[4251]:  Core::SyncOnPowerSuspend
2026-01-16T09:19:51.860Z MediaRite[4251]:  SyncOnPowerSuspend
2026-01-16T09:19:51.860Z MediaRite[4251]:  SyncOnPowerSuspend done
2026-01-16T09:19:51.860Z MediaRite[4251]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T09:19:51.861Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T09:19:51.861Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T09:19:52.004Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T09:19:52.026Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=878881, mExitDeepSleepCounter=4}
2026-01-16T09:34:31.542Z sh[4251]:  [2026/01/16 09:34:31:5416] N: rops_handle_POLLIN_netlink: DELADDR
2026-01-16T09:34:37.875Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=10,  stateChangeAfter=0
2026-01-16T09:34:37.908Z MediaRite[4251]:  (Mainloop) Power is resumed
2026-01-16T09:34:37.919Z MediaRite[4251]:  Core::SyncOnPowerResume
2026-01-16T09:34:37.920Z MediaRite[4251]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T09:34:38.028Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T09:34:38.112Z MediaRite[4251]:  Set DemodResetPin 1048838 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T09:34:38.163Z MediaRite[4251]:  Clear DemodResetPin
2026-01-16T09:34:38.165Z MediaRite[4251]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T09:34:38.268Z MediaRite[4251]:  api->spi_download 0
2026-01-16T09:34:38.268Z MediaRite[4251]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T09:34:38.586Z MediaRite[4251]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T09:34:38.627Z MediaRite[4251]:  SyncOnPowerResume done
2026-01-16T09:34:38.627Z MediaRite[4251]:  MediaHandlers::SyncOnPowerResume
2026-01-16T09:34:38.627Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T09:34:38.627Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T09:34:38.727Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=935591, mExitDeepSleepCounter=5}
2026-01-16T09:34:43.000Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=11,  stateChangeAfter=1
2026-01-16T09:34:43.036Z MediaRite[4251]:  (Mainloop) Power is suspended
2026-01-16T09:34:43.036Z MediaRite[4251]:  Core::SyncOnPowerSuspend
2026-01-16T09:34:43.036Z MediaRite[4251]:  SyncOnPowerSuspend
2026-01-16T09:34:43.038Z MediaRite[4251]:  SyncOnPowerSuspend done
2026-01-16T09:34:43.038Z MediaRite[4251]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T09:34:43.038Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T09:34:43.038Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T09:34:43.119Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T09:34:43.139Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=940664, mExitDeepSleepCounter=5}
2026-01-16T10:28:48.681Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=12,  stateChangeAfter=0
2026-01-16T10:28:48.754Z MediaRite[4251]:  (Mainloop) Power is resumed
2026-01-16T10:28:48.754Z MediaRite[4251]:  Core::SyncOnPowerResume
2026-01-16T10:28:48.754Z MediaRite[4251]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T10:28:48.866Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T10:28:48.955Z MediaRite[4251]:  Set DemodResetPin 1048839 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T10:28:49.013Z MediaRite[4251]:  Clear DemodResetPin
2026-01-16T10:28:49.015Z MediaRite[4251]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T10:28:49.118Z MediaRite[4251]:  api->spi_download 0
2026-01-16T10:28:49.118Z MediaRite[4251]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T10:28:49.449Z MediaRite[4251]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T10:28:49.490Z MediaRite[4251]:  SyncOnPowerResume done
2026-01-16T10:28:49.490Z MediaRite[4251]:  MediaHandlers::SyncOnPowerResume
2026-01-16T10:28:49.491Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T10:28:49.491Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T10:28:49.591Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=986005, mExitDeepSleepCounter=6}
2026-01-16T10:28:53.928Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=13,  stateChangeAfter=1
2026-01-16T10:28:53.999Z MediaRite[4251]:  (Mainloop) Power is suspended
2026-01-16T10:28:54.000Z MediaRite[4251]:  Core::SyncOnPowerSuspend
2026-01-16T10:28:54.000Z MediaRite[4251]:  SyncOnPowerSuspend
2026-01-16T10:28:54.000Z MediaRite[4251]:  SyncOnPowerSuspend done
2026-01-16T10:28:54.001Z MediaRite[4251]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T10:28:54.001Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T10:28:54.001Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T10:28:54.050Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T10:28:54.101Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=991206, mExitDeepSleepCounter=6}
2026-01-16T12:54:22.424Z MediaRite[4251]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=14,  stateChangeAfter=0
2026-01-16T12:54:22.446Z MediaRite[4251]:  (Mainloop) Power is resumed
2026-01-16T12:54:22.447Z MediaRite[4251]:  Core::SyncOnPowerResume
2026-01-16T12:54:22.447Z MediaRite[4251]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T12:54:22.531Z MediaRite[4251]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T12:54:22.661Z MediaRite[4251]:  Set DemodResetPin 1048840 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T12:54:22.696Z MediaRite[4251]:  Clear DemodResetPin
2026-01-16T12:54:22.699Z MediaRite[4251]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T12:54:22.793Z MediaRite[4251]:  api->spi_download 0
2026-01-16T12:54:22.793Z MediaRite[4251]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T12:54:23.158Z MediaRite[4251]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T12:54:23.200Z MediaRite[4251]:  SyncOnPowerResume done
2026-01-16T12:54:23.200Z MediaRite[4251]:  MediaHandlers::SyncOnPowerResume
2026-01-16T12:54:23.201Z MediaRite[4251]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T12:54:23.201Z MediaRite[4251]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T12:54:23.301Z MediaRite[4251]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=1035971, mExitDeepSleepCounter=7}
