2025-12-03T08:39:01.319Z sh[4249]:  Start Mediarite
2026-01-16T02:06:05.860Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:06:06.027Z MediaRite[4249]:  Set DemodResetPin 1048835 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:06:06.077Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:06:06.080Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:06:06.192Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:06:06.193Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:06:06.523Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:06:06.564Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:06:06.564Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:06:06.564Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:06:06.565Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:06:06.664Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=795112, mExitDeepSleepCounter=2}
2026-01-16T02:06:10.839Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=5,  stateChangeAfter=1
2026-01-16T02:06:10.873Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:06:10.873Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:06:10.874Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:06:10.874Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:06:10.874Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:06:10.875Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:06:10.875Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T02:06:10.939Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T02:06:10.975Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=800191, mExitDeepSleepCounter=2}
2026-01-16T02:12:49.176Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=6,  stateChangeAfter=0
2026-01-16T02:12:49.220Z MediaRite[4249]:  (Mainloop) Power is resumed
2026-01-16T02:12:49.220Z MediaRite[4249]:  Core::SyncOnPowerResume
2026-01-16T02:12:49.221Z MediaRite[4249]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T02:12:49.283Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:12:49.418Z MediaRite[4249]:  Set DemodResetPin 1048836 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:12:49.468Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:12:49.473Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:12:49.611Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:12:49.612Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:12:49.955Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:12:49.995Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:12:49.995Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:12:49.995Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:12:49.995Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:12:50.095Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=815923, mExitDeepSleepCounter=3}
2026-01-16T02:12:54.287Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=7,  stateChangeAfter=1
2026-01-16T02:12:54.303Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:12:54.304Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:12:54.304Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:12:54.306Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:12:54.306Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:12:54.307Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:12:54.307Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T02:12:54.398Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T02:12:54.407Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=821015, mExitDeepSleepCounter=3}
2026-01-16T02:13:09.386Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=8,  stateChangeAfter=0
2026-01-16T02:13:09.432Z MediaRite[4249]:  (Mainloop) Power is resumed
2026-01-16T02:13:09.434Z MediaRite[4249]:  Core::SyncOnPowerResume
2026-01-16T02:13:09.434Z MediaRite[4249]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T02:13:09.480Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:13:09.627Z MediaRite[4249]:  Set DemodResetPin 1048837 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:13:09.676Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:13:09.679Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:13:09.823Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:13:09.823Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:13:10.157Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:13:10.199Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:13:10.200Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:13:10.200Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:13:10.200Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:13:10.300Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=836123, mExitDeepSleepCounter=4}
2026-01-16T02:13:14.502Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=9,  stateChangeAfter=1
2026-01-16T02:13:14.511Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:13:14.511Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:13:14.511Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:13:14.511Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:13:14.512Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:13:14.512Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:13:14.512Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T02:13:14.595Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T02:13:14.610Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=841219, mExitDeepSleepCounter=4}
2026-01-16T02:19:34.883Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=10,  stateChangeAfter=0
2026-01-16T02:19:34.934Z MediaRite[4249]:  (Mainloop) Power is resumed
2026-01-16T02:19:34.934Z MediaRite[4249]:  Core::SyncOnPowerResume
2026-01-16T02:19:34.935Z MediaRite[4249]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T02:19:35.008Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:19:35.136Z MediaRite[4249]:  Set DemodResetPin 1048838 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:19:35.186Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:19:35.189Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:19:35.282Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:19:35.282Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:19:35.610Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:19:35.651Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:19:35.651Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:19:35.651Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:19:35.652Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:19:35.752Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=856267, mExitDeepSleepCounter=5}
2026-01-16T02:19:39.994Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=11,  stateChangeAfter=1
2026-01-16T02:19:40.060Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:19:40.060Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:19:40.060Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:19:40.061Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:19:40.061Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:19:40.061Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:19:40.062Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T02:19:40.133Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T02:19:40.164Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=861409, mExitDeepSleepCounter=5}
2026-01-16T02:23:07.202Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=12,  stateChangeAfter=0
2026-01-16T02:23:07.314Z MediaRite[4249]:  (Mainloop) Power is resumed
2026-01-16T02:23:07.317Z MediaRite[4249]:  Core::SyncOnPowerResume
2026-01-16T02:23:07.317Z MediaRite[4249]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T02:23:07.317Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:23:07.508Z MediaRite[4249]:  Set DemodResetPin 1048839 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:23:07.559Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:23:07.568Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:23:07.661Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:23:07.661Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:23:07.972Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:23:08.012Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:23:08.012Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:23:08.012Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:23:08.013Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:23:08.113Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=886542, mExitDeepSleepCounter=6}
2026-01-16T02:23:12.316Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=13,  stateChangeAfter=1
2026-01-16T02:23:12.421Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:23:12.421Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:23:12.422Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:23:12.422Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:23:12.422Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:23:12.422Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:23:12.423Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T02:23:12.481Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T02:23:12.522Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=891711, mExitDeepSleepCounter=6}
2026-01-16T02:26:53.770Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=14,  stateChangeAfter=0
2026-01-16T02:26:53.849Z MediaRite[4249]:  (Mainloop) Power is resumed
2026-01-16T02:26:53.850Z MediaRite[4249]:  Core::SyncOnPowerResume
2026-01-16T02:26:53.850Z MediaRite[4249]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T02:26:54.055Z MediaRite[4249]:  Set DemodResetPin 1048840 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:26:54.101Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:26:54.103Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:26:54.241Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:26:54.241Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:26:54.380Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:26:55.045Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:26:55.091Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:26:55.091Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:26:55.091Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:26:55.091Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:26:55.192Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=942559, mExitDeepSleepCounter=7}
2026-01-16T02:26:59.025Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=15,  stateChangeAfter=1
2026-01-16T02:26:59.108Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:26:59.108Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:26:59.108Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:26:59.108Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:26:59.108Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:26:59.108Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:26:59.109Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T02:27:00.341Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T02:27:00.380Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=948481, mExitDeepSleepCounter=7}
2026-01-16T02:27:07.145Z sh[4249]:  [2026/01/16 02:27:07:1449] N: rops_handle_POLLIN_netlink: DELADDR
2026-01-16T02:30:16.825Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=16,  stateChangeAfter=0
2026-01-16T02:30:16.889Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:30:16.895Z MediaRite[4249]:  (Mainloop) Power is resumed
2026-01-16T02:30:16.896Z MediaRite[4249]:  Core::SyncOnPowerResume
2026-01-16T02:30:16.896Z MediaRite[4249]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T02:30:17.098Z MediaRite[4249]:  Set DemodResetPin 1048841 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:30:17.150Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:30:17.153Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:30:17.259Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:30:17.260Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:30:17.562Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:30:17.603Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:30:17.603Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:30:17.603Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:30:17.604Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:30:17.704Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=1003705, mExitDeepSleepCounter=8}
2026-01-16T02:30:21.925Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=17,  stateChangeAfter=1
2026-01-16T02:30:22.012Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:30:22.012Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:30:22.012Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:30:22.014Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:30:22.014Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:30:22.015Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:30:22.015Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T02:30:22.080Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T02:30:22.115Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=1008888, mExitDeepSleepCounter=8}
2026-01-16T02:33:39.519Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=18,  stateChangeAfter=0
2026-01-16T02:33:39.586Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:33:39.597Z MediaRite[4249]:  (Mainloop) Power is resumed
2026-01-16T02:33:39.598Z MediaRite[4249]:  Core::SyncOnPowerResume
2026-01-16T02:33:39.598Z MediaRite[4249]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T02:33:39.791Z MediaRite[4249]:  Set DemodResetPin 1048842 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:33:39.842Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:33:39.845Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:33:39.936Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:33:39.937Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:33:40.244Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:33:40.285Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:33:40.285Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:33:40.285Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:33:40.285Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:33:40.385Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=1058693, mExitDeepSleepCounter=9}
2026-01-16T02:33:44.624Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=19,  stateChangeAfter=1
2026-01-16T02:33:44.685Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:33:44.685Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:33:44.685Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:33:44.686Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:33:44.686Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:33:44.686Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:33:44.687Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
2026-01-16T02:33:44.759Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP
2026-01-16T02:33:44.787Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=LIGHT_SLEEP, mNewState=DEEP_SLEEP, mChangeTs=1063844, mExitDeepSleepCounter=9}
2026-01-16T02:43:44.004Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP,  transactionId=20,  stateChangeAfter=0
2026-01-16T02:43:44.018Z MediaRite[4249]:  (Mainloop) Power is resumed
2026-01-16T02:43:44.018Z MediaRite[4249]:  Core::SyncOnPowerResume
2026-01-16T02:43:44.018Z MediaRite[4249]:  SyncOnPowerResume -> Reinitialize frontend
2026-01-16T02:43:44.108Z MediaRite[4249]:  OnPowerModeChange: POWER_STATE_STANDBY_DEEP_SLEEP -> POWER_STATE_STANDBY_LIGHT_SLEEP
2026-01-16T02:43:44.219Z MediaRite[4249]:  Set DemodResetPin 1048843 : /sys/class/gpio/rtk_iso_gpio/gpio65i
2026-01-16T02:43:44.270Z MediaRite[4249]:  Clear DemodResetPin
2026-01-16T02:43:44.274Z MediaRite[4249]:  SiLabs_TER_Tuner_Part_Info(5) pn 0 pn2=0 chiprev 0 fwmajor 0 fwminor=0 cmpbuild=0
2026-01-16T02:43:44.389Z MediaRite[4249]:  api->spi_download 0
2026-01-16T02:43:44.390Z MediaRite[4249]:  Build Option: Si2183_B60_COMPATIBLE
2026-01-16T02:43:44.804Z MediaRite[4249]:  Si2168-D60 Part running 'FW_6_0b13'
2026-01-16T02:43:44.851Z MediaRite[4249]:  SyncOnPowerResume done
2026-01-16T02:43:44.852Z MediaRite[4249]:  MediaHandlers::SyncOnPowerResume
2026-01-16T02:43:44.852Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerResume
2026-01-16T02:43:44.852Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerResume
2026-01-16T02:43:44.953Z MediaRite[4249]:  NotifyPowerStateChanged iPowerStateChanged={mCurrentState=DEEP_SLEEP, mNewState=LIGHT_SLEEP, mChangeTs=1114939, mExitDeepSleepCounter=10}
2026-01-16T02:43:49.130Z MediaRite[4249]:  OnPowerModePreChange: POWER_STATE_STANDBY_LIGHT_SLEEP -> POWER_STATE_STANDBY_DEEP_SLEEP,  transactionId=21,  stateChangeAfter=1
2026-01-16T02:43:49.162Z MediaRite[4249]:  (Mainloop) Power is suspended
2026-01-16T02:43:49.162Z MediaRite[4249]:  Core::SyncOnPowerSuspend
2026-01-16T02:43:49.162Z MediaRite[4249]:  SyncOnPowerSuspend
2026-01-16T02:43:49.164Z MediaRite[4249]:  SyncOnPowerSuspend done
2026-01-16T02:43:49.164Z MediaRite[4249]:  MediaHandlers::SyncOnPowerSuspend
2026-01-16T02:43:49.165Z MediaRite[4249]:  Mpeg2TsMediaHandler::SyncOnPowerSuspend
2026-01-16T02:43:49.165Z MediaRite[4249]:  CaManagerInterface::SyncOnPowerSuspend
